Yorum,Puan
ürünün incelemesi youtube da mevcut. bazı yorumcular ürünün fiyatını eleştirmiş. şuan kaliteli kasaya sahip üzerinde rtx2060 üstü  9750h olan bir notebook fiyatına bakarmısınız.  ryzen 9 4900 işlemcisi i7 9750h dan ortalma %20 daha performanslı bir işlemci ayrıca 8 core.  youtubedaki incelemeleri takip etmenizi tavsiye ederim.  ürünün fiyatı normal . kur sebbi ile.  oyuncu ve içerik üreticiler benim gibi mühhendisler için çok ideal bir ürün.  ekran 2k 120HZ olan ekran. incelemelerdede bu şekilde. matrix led yok .,5
Malum sürekli artış gösteren kurdan ve 1080p modelini beklediğimizden ötürü insanlar kolay kolay satın almak istemiyor ama çok güzel kompakt ve performanslı bir ürün. Diğer modellerini de hepsiburadadan görmek istiyoruz,5
FHD 120 HZ ve gri versiyonunu bekliyorum satışa çıktığında alacağım bahsettiğim versiyon satışa çıkmalı QHD versiyonu ihtiyaca cevap vermiyor,5
"Ürünü tasarım işlerimi yapmak için aldım şuana kadar ki araştırıp görmüş olduğum en iyi 14” bilgisayar. Donanım olarak ekran kartı da işlemcisi de kesinlikle çok çok iyi, üst seviyede donanımlara sahip. Benim için donanım olduğu kadar ekran kalitesi ve renk doğruluğu da bir o kadar önemli, ürün İps’in bir türevi olan ahva panele sahip, 170 derecelik görüş açısı sağlıyor ve pantone onaylı yani renk kalibrasyonunun profesyonel seviyede tutarlılığa sahip renklerle yapılmasını sağlayan ince çevreli bir panele sahip. Ayrıca pil olarakta gayet başarılı olduğunu söyleyebilirim Wi-Fi kapalıyken 10 saati gördüğünü söyleniyor ben wifi açık şekilde gün içinde rahatlıkla 8 saati gördüm bu da bu boyutta bu donanımda bir ürün için gerçekten çok iyi bir süre",5
Güzel ürün fullhd Ekran ile geldi. Paketleme ve kargoya verme hızlı ama kargo geç geldi. Parasını hak eden bı ürün günlük kullanım için,5
"Ürün 2 gün içerisinde geldi kargo için teşekkür ederim. İşletim sistemini kurduktan sonra kullanmaya başladım çok hızlı 8 saniye içerisinde aciliyor, 5 saniye içerisinde kapanıyor,  ancak bilgisayarın dış kasası biraz daha sağlam korumak için daha sert bir malzemeden olabilirdi, şuana üründen çok memnunum.",5
Ürünümü teslim aldım. Daha doğrusu verdiğim adreste almışlar. İki güne geldi. Öncelikle bu açıdan teşekkürler. Ürün kalitesini kullanınca göreceğim,5
Fiyat performans ürünü Ömer Faruk çok memnun kaldı hepsijet kargo elemanına extradan teşekkürler hepsiburadada alışveriş hem zevkli hem hesaplı,5
"Zamanında teslimat, iyi bir ürün.",5
Ofis ve gündelik kullanım için bütün işinizi görür gönül rahatlığıyla alabilirsiniz tavsiyem +4gb RAM daha takmanız.,5
Bu fiyata alınabilecek en iyi bilgisayar. Günlük işlerinizi çok rahat görür. Asus kalitesi. Fan sesi hiç duyulmuyor. AMD Ryzen kalitesi gayet iyi tatminkar.5 saat şarjı gidiyor. Dış kalitesi iyi. 3 adet usb girişi var. 4gb RAM fena değil ama 8GB  yapmak için kingston 4gb satın alıp takacağım. Windows kendim yükledim. Şu an gayet iyi çalışıyor.,5
Ürün gayet güzel ancak Windows 10 oto kullanmak için bir flaş diske ihtiyacınız var en az 8 cigabaytlik çünkü Windows kurulmadan gönderiliyor. Siz windowsu kendiniz kuruyorsunuz. Windows etkin olmuyor ama bilgisayar çalışıyor. Etkinleştirmek için windowsa para ödemeniz lazım. Bunun dışında iyi.,5
Üründen gayet memnunum. Bilgisayarın üst kısımlarındaki balonlu poşetin havası sönük olması endişelendirmiş beni ancak kutusunda güzel bir şekilde muhafazalı bir şekilde gönderilmişti. Balonlu poşetlerin havası uygun bir şekilde gönderilmesi güveni arttırır. Herhangi bir kusuru yoktu. Kargo ideal sürede geldi. Firma yetkililerine teşekkür ederim. İşletim sistemi özelliklerde de belirtildiği üzere freedos yani işletim sistemini kendiniz yüklemeniz gerekiyor.,5
Üstesinden gelemeyeceği yok zoom eba word exel iyi fiyata aldık tavsiye ederim,5
Ürün sorunsuz sağlam bir şekilde perşembe gece aldım pazartesi öğleden sonra geldi. Freedos olduğu için windowsu siz kuruyorsunuz. Bu hiç belirtilmemiş ama çok da kolay bir şey değil başta ssdiyi okumadı falan. Bilglsayarcıdan yaptırırım derseniz 50 tlye yapar ama lisanssız olacak 3 ay sonra problem yaratabilirim. Bilgisi olanlar için yazayım kendi veya başka bilgisayardan aldığınız windowsla değil onu tek sıfır indirin ve formatlı( en az 8 gb olan) flashla atın. Sonra anahtarı kabul edmeyip windowsu tam kullanmaya izin vermeyebilir onunda uygulaması var oradan hallediliyor. Bunların hepsini bilgisayar mühendesi arkadaşımla hallettik ya pek bilginiz yok ve lisansız sorun yaracatığını biliyorsanız windows yüklü bir bilgisayar alın. Firma bunu belirttiği için bir sorun yok. Bilgisayarın hızı ekranı sesi 10 numara 5 yıldız. Fiyatı da çok uyguna aldık. Şimdi tekrar bin tl yukarı çıkmış.,5
"Alırken ekran Hz bilgisini her yerde aramama rağmen bulamadım. Bu konuda çok tereddüt ettim açıkçası güvenemedim, çünkü acer ın resmi sitesinde bile yok. Fakat ekran 144 hz miş bugün ulaştı ürün herhangi bir problem yok. Sipariş verdiğim gün kargolandı. Tam bir fp ürünü olduğunu düşünüyorum. sayfada belirtilen özelliklerin tamamı doğru güvenebilirsiniz. Tavsiye ederim.",5
"Kesinlikle tavsiye ederim, ekran bu arada 144hz olarak geldi yanına 8GB Ram mümkünse 1tb SSD alırsanız güzel olur. Güncel driverleri Acer desdek sayfasından indirebilirsiniz. Kesinlikle güzel buradan Cihaz TV ye teşekkür ederim bana bu ürünü sundukları için. Alana şimdiden hayırlı olsun.",5
Siparis verdim 23.11 Hemen 1 saat içinde kargoya verildi.satici teknoryaya teşekkürler  Umarım makineden de memnun kalırım,5
"alalı 1 hafta oldu oyunlarda sıcaklığı 70lerde anlık 80i görüyo fakat cok kısa sureliğine hatta normal kullanımda fan bile çalışmıyo,  performansı çok çok iyi her işinizi çok rahat yapabilirsiniz fiyatına göre çok iyi, i7 10750h işlemcinin çok üstünde bir işlemcisi var fotoğraflarda göründüğünden daha ince ve ağırlığı da gayet iyi taşıma konusunda çok rahat. klavyesine alışmam hiç zor olmadı. kasa kaliteside gayet başarılı ekran 144hz ve ips, kısacası Ekran: çok iyi kasa  ve menteşe kalitesi : çok iyi performans: çok iyi klavye: çok iyi hoparlör: iyi",5
online oyunlar için aldim valorant 120 160fps arasi veriyor full ayarlarda coolboost açmadan 60 derece sıcakliklarda geziyor ısınma sorunu yok gayet serin bir laptop 144hz olmasi rekabetci oyunlarında ciddi bir rakibe üstünlük sağlıyor gerçekten  genel anlamda çok beğendim sessiz hızlı bir cihaz ..,5
Sipariş verdiğim günün ertesi günü elime ulaştı. Benim eski laptop kağnı gibi olduğu için bu jet gibi geldi. Ekran 144hz demişlerdi doğrudur. Benim işimi fazlasıyla görür. Bilgisayar kullandığımı hissettim.,5
Ürün çok güzel gerçekten. Teknorya mağazası ürünü güzel paketleyip göndermiş. Tam bir oyun canavarı ancak ileride depolama yetmeyeceği için hdd tatmanızı öneririm.,5
Ürün çok hızlı elime ulaştı satıcıya teşekkürler tam fiyat performans ürünü kesinlikle tavsiye ederim,5
Ürün gayet güzel ve hızlı evde kullanım için çok uygun,5
Bu hızlı bı kargo beklemiyordum gercekten cok iyisiniz,5
İş ve ders için gayet yeterli. Kamerası bir tık kötü olsa da günümüz dolar kuru ile tam bir f/p ürünü,5
Gönül rahatlığıyla alabilirsiniz parasına göre mükemmel yüksek oyunlar hariç,5
"Teşekkürler Techburada, teşekkürler hepsi burada, özenli ve hızlı gönderim için.",5
4.4 yıldız verenler neye göre vermiş acaba 😊5 yıldızı hakeden bi cihaz. Tek eksiği 120 hz olmaması ama olsun.internette inceleme videolarına baktım almadan önce ve cidden asus çok güzel bir işçilik çıkarmış.Arka lcd cover kısmında ki detay iyi düşünülmüş.Müzik dinlerken ritim hareketleri asus rog ibaresi var. Ses sistemi her zaman ki gibi sesi tok ve güzel veriyor.En önemli kısmı ise panel kısmı herhangi bir parlama olmuyor.,5
Ürün tam anlamıyla mükemmel günlük olarak aktif şekilde kullanıyorum cihazın kutusundan çıkardığınız an kalitesini farkedebiliyorsunuz malzeme kalitesinin yanı sıra 1TB ssd ve 6 GB RTX 2060 Maxq gibi son derece güçlü ekran kartına aynı şekil teknoloji sitelerinde de tam not almış olan R9 4. Nesil gibi Güçlü bir işlemciye sahip. RAM olarak 8GB anakarta gömülü diğer 8 GB anakart üstündeki slota takılı toplam 16 GB RAM e sahip bu oldukça iyi şuan işimi görsede belki ilerleyen zamanlarda 8+16 GB bir yükseltme yapmayı düşünebilirim performansı ve malzeme kalitesiyle gerçekten üst sınıf bir cihaz yapılan ağır işlemlerde ve ultra çözünürlükte oyunlarda işimi kolaylıkla görüyor bu açıdan soğutma sistemininde çok iyi çalıştığını ve ısınma sorununun olmadığını rahatlıkla söyleyebilirim bence alınabilecek en iyi donanıma sahip  14” bilgisayar,5
Cihazda 2060 ekran kartı olması özellik ve 16 GB RAM ve 1 tb ssd olması gayet  güzel ekran kartı olarak ve görüntü çözünürlük olarak her oyunda yüksek performans sağlıyor AMd olmasın gayet güzel oyunu genellik le işlemci AMD olduğu zaman hem oyun bakımından hem özellik bakımından daha kullanışlı oluyo cihazın ince bi yapıya sahıp olması hafıf ve rengi şık bi Cihaz  fan olarak cihazın ısınmaması için başarılı bi soğutma sıstemi koymuşlar   özellik bakımından alınabılecek fiyatlar da en ıyı cihaz bilgisayar parçası üreten bi firma ve yıllardır Asus kullandığım için gayet başarılı ve R9 4.nesıl şuana kadar kullandığım bilgisayarlardan en güçlüsü diyebılırım,5
Asus bu ürününde kesinlikle tasarım ve mühendislik açısından büyük iş çıkarmış R9 işlemci 8 fiziksel çekirdeğe sahip boost frekansıyla 4.3ghz e kadar çıkıyor amd şuan işlemci olarak gerçekten inteli geride bıraktı özellikle bu işlemci inteldeki emsaline göre açık ara önde 16gb ddr4 3200mhz RAM e ve 1Tb SSD ye sahip olan ürünün SSD si 1639 mb/sn okuma 1710 mb/sn yazma ya sahip Diğer donanımlarında olduğu gibi yine harika bir ekran kartına sahip 6 Gb RTX 2060 max-q yapacağınız işlemin ağırlığına bağlı olaraktan boost frekansı 1500 mhz ın üstüne çıkıyor bu boyutta bir ürün için bu özellikler gerçekten fazlasıyla iyi,5
Uzun süredir araştırıp tercih ettiğim ürün siparişim 2 günde elime ulaştı ekran parlaklığı ve renk doğruluğu oldukça iyi seviyede rahatlıkla taşınabilir kompakt tasarımlı kaliteli dayanıklı bir ürün RTX 2060 gibi çok güçlü bir ekran kartına sahip işlemci olarakta aynı şekil R9 4. Nesil karşılaştırma videolarında ve sitelerindende tam not almış Çok güçlü bir işlemciye sahip ülkemizdeki kur farkı malum bunu göz önünde bulundurursak fiyat olarak şuanda iyi bir fiyata sahip,5
Çok hızlı geldi. Ürün kurulum yapılmadan gönderilmiş. Ama güzel 👍,5
Gözüktüğü gibi geldi.,5
f/p  ürünü parasını sonuna kadar hakediyor.,5
Grafik tasarım işleri sebebi ile taşınabilir bir Canavar istiyordum.Bu cihaz yeni bir model ve istediğim özellikleri taşıyor . Bugün sipariş verdim uzun yıllar  yüksek performansta iş yapacak üst seviye bir cihaz.,5
Ürün ssd olarak 1639 mb/sn okuma yapabılıyor rtx 2060 max-q her işlemi rahatlıkla yapabıleceğiniz bi cihaz cihaz da fan olarak ısınma yapmıyor dıyebılırım şık bi tasarıma sahıp olması ve ekran boyutu 14 inç  olmasi gayet ıyı görüntü olarak diğer cihazlara göre kat kat daha iyi ağırlık olarak 2 kg olması ve bütün özelliklerı taşıması eski kullandığım bütün cihazları unutturduğunu söyleyebilirim gayet başarılı,5
"Cihaz yeni bir model olduğu için direk ilgimi çekmeyi başardı. Ryzen R9 hakkında oldukça araştırma yaptım. İşlemci tarafında tek bir şüphem bile yoktu alırken. Elime geçeli henüz kısa bir süre geçmesine rağmen aldığım performanstan, tasarımından ve taşıma kolaylığından çok memnun kaldım. Bütçemi biraz zorlayarak aldığım bu modelden oldukça memnunum. Sizlere de tavsiye ederim.",5
"Öncelikle hızlı teslimat için teşekkürler 🙏 Üründen çok memnunuz, kesinlikle alabilirsiniz.",5
Yeni nesil AMD Ryzen™ 4000 Serisi 8 çekirdekli işlemci ve oyunlarda tam performans almanızı sağlayacak GeForce RTX ™ 2060 ekran kartı bu bilgisayarda mevcut. Üstelik büyük ve ağır bir bilgisayar yerine taşınabilir çok zarif bir cihaz bizi karşılıyor. Karşılaştırma testlerinde performansı oldukça üst seviyede.,5
8 çekirdekle bi cihaz olması 2060 max-Q grafik kartı kullanması özellik olarak mükemmel deneyım olarak kullandığım güzel bi cihaz 4.4 ghz’e kadar boost saati olması ryzen 9 4900hs tavsiye edebıleceğim özellik ve kalite arıyosanız güzel bi cihaz işlemci ve grafik kartı olarak çok memnun kaldım,5
Uzun zamandır hem hafif hem hızlı bir bilgisayar arıyordum en sonunda buldum oyun ve mimarlık programları için alına bilir şuan için bu boyut da ve bu performans da başka bir bilgisayar yok işlemci konusuna gelince desktop işlemcisi gibi performanslı çalışıyor 8/16 çekirdekli işlemciye sahip şuan için hafif ve güçlü bir bilgisayar Arıyorsanız gözünüz kapalı alabilir siniz,5
Asus her zaman olduğu gibi bu modelde de kalitesini ön plana çıkarmış. Tasarım ve donanıma bakarak performans gayet iyi memnun kaldım.,5
"Aşırı pahalıymış... Intel 9750H ile alabileceğiniz notebook fiyaları 10K, Bu işlemci 2X yada iki katı daha hızlı, sunucu gibi notebook ve 35W, ayrıca diğer özellikler de aynı derece üst segment Tek sorunu 15.6 değil, yazılım için almak isterdim",5
Ryzen 9 sekiz çekirdeğe sahıp olması ve 8mb l3 önbelleğe sahıp olması 14 inç ekrana sahıp olması ince kasa ve  hafif bi cihaz kullanım bakamın dan alabıleceğim en iyi cihaz panel tıpı ıps memnun olduğum bi cihaz,5
Tasarım harikası. Paran varsa alınabilecek güzel şeylerden biri.,5
dolar 7 lira olmuş bu devir laptop alınmaz,5
düzgün kargo düzgün paket açıklamada ne yazıyorsa aynen doğru,5
"İlk kullanımdan itibaren ses yapmaya başladı ama çok da önemli değil çok hızlı , ince ve hafif. Bir tanıdık windows10 yükledi ve tam oldu. Online derslere katılmak , dizi film izlemek için bir laptop arıyorsanız bunu almalısınız.",5
Iki gün içinde elime ulaştı. Paketleme gayet güzeldi.  Gelir gelmez kullanmaya başladım. Tabi bi Bilgisayarciyda windows yüklettim. Bu fiyatta bulmak çok zor. Almak isteyenlere tavsiye ederim,5
Bu özelliklere bu fiyat böyle bir makine yok. Orjinal Win10 bile var içinde.2günde elime ulaştı. Gayet başarılı,5
Hızlı kargo ve güzel paketleme icin teşekkürler,5
Ürünü gördüğümde hemen hemen sipariş verdim 2 gün içinde elime geldi. Hepsiburadaya teşekkürler. Bir haftadır kullanıyorum. Üründen memnunum.,5
Bu fiyata Tr bulunmaz bilgisayardan cok anlamıyorum anlayanlara sordugumda daha düşük ozellik ve işletim sistemi bile olmayanlara göre fiyatve performansı iyi hepsiburadaya teşekkürler 2 gunde Çorum a ulaştı.,5
Üründe herhangi bir sorun yok kullanıyoruz şu anlık memnunuz umarım fikrimizi değiştirecek aksi bir durum olmaz ve biz de böyle güvenilir ve hızlı teslimat yapan satıcıları her zaman tercih ederiz.emeğiniz için teşekkürler,5
"Ürün harika, belirtilen tüm özellikleri kapsıyor. Kargo zamanında teslim etti, teşekkürler.",5
İndirimi kaçıranlar için üzgünüm,5
"Kamerası hariç 10 numara ürün ama indirimdeyken almanız önerilir 5.999 TL ye aldım, satıcıya da Hepsiburadaya da teşekkür ederim.",5
"Mükemmel bir ürün. Çok hızlı, ve ince. Performans çok iyi. İndirimli 6000 TL aldım. Şuan 7500 olmuş. Kaçıranlar için üzgünüm.",5
Çok şık ve güzel ürün. Çok kısa sürede siparişimi bana ulaştıran Hepsiburada ya çok teşekkürler.,5
Ürün elime kusursuz ulaştı hepsi burada ve kargo sorunsuz teslim ettiler. Ürüne gelince parasını sonuna kadar hak ediyor.,5
GÜNLÜK İŞLERİNİ YAPACAKLAR İÇİN BİREBİR. TAVSİYE EDERİM. 1 GÜN SONRA ELİME ULAŞTI. HEPSİJET 5 YILDIZ,5
Çok iyi İ3 Lenovo alıcaktım indirimi kalkınca bunu gördüm aldsım çok hızlı,5
"ürün fiyatına göre çok iyi. hızı, çalışması güzel. kargo ve teslimat  süper tşk.",5
"Cuma indirimden aldım, emsallerine göre fiyatı makul performansı yüksek bir makina. 3. günde geldi,paketleme gayet başarılıydı.",5
Fiyat performans,5
Teslimat çok kısa sürede gerçekleşti. Ürün ihtiyaçlarımızı fazlasıyla karşılıyor. Memnunum,5
"Şiddetle tavsiye ediyorum, harika bir makina 😀👍 indirimde iken aldım, bu fiyata bu özellikte pc bulmak çok zor.",5
F/p olarak olumlu bir bilgisayar.5.gunum açılış suresi hizli erişim hizli suanlik guzel gidiyor.,5
Fiyatı düşer düşmez aldım bu fiyata bu performans çok iyi geldi teşekkürler Hepsiburada.,5
"Ürün fp ürünü ancak ekranına renk kalibrasyonu yapılması gerekiyor olabilir, renkleri çok doğru göstermiyor.",5
Tam bir fiyat/performans cihazı.Cok iyi bir fiyata almıştım.Cok memnunum.,5
Bilgisayar çok güzel bu özelliklerde bu fiyata başka bilgisayar zaten bulamazsınız,5
Fiyat düştüğünde aldım. Cihaz kasa olarak çok iyi değil ama özellik olarak fiyata göre çok iyi. İnce ve hafif bir cihaz,5
Paketlemesi ve hızlı teslimatı icin teşekkürler,5
"Daha yeni kullanmaya başladım ama etrafımdaki bilgisayar konusunda bilgili insanlar kesinlikle çok iyi diyor.evde çalışan ve yoğun raporlama yapan biriyim benim için yeterli, ayrıca kargom hızlı geldi çok memnun kaldım.",5
Şarjı çabuk bitiyor haricinde güzel donanımlara sahip bir dizüstü bilgisayar ve ihtiyacım olduğu zamanda bulabildiğim iyi bir fırsat oldu teşekkür ederim Hepsiburada :),5
Sipariş verdikten bir gün sonra elime geçti bu kadar kısa sürede geleceğini hiç tahmin etmiyordum. Şimdilik problem gözükmüyor gayet güzel memnunum.,5
"Tam da pc aradığım zamanda karşıma çıktı, bu özelliklerde bu fiyatta başka ürüne rastlamadım. Tek eksi yanı kamerası 480p",5
"Ürün tam bir fiyat/performans ürünü. 7 bin lira civarındaki laptoplar bile bundan daha az özelliğe sahip.  Tam bir canavar, sipariş ettim bekliyorum.",5
Bu fiyata bu özellikte başka pc ben bulamadım siparişi verdim bekliyorum inşallah pişman etmez,5
Bu fiyata bu özelliklerde başka notebook aramaya gerek yok.,5
Bu özellikte bir bilgisayar arıyordum inşallah yanılmam tamamen performans ve fırsat ürünü kampanya güzel ürün geldikten sonra değerlendirme yaparım şimdiden kimseyi yanıltmayayım hepsi buradanın kendi ürünü olması güzel en azından tek elden olması avantaj.,5
Sipariş verdim bekliyorum. Özelliklerine göre fiyatı iyi. Bu özellikte bu fiyata başka yok.,5
Aldım mutluyum. Alın mutlu olursunuz. Acer eskiden kaba yapardı tasarım olarak. Bu zarif olmuş ayrıca. SSD olması zaten kafada soru işareti bırakmıyor.,5
Emsalleri ile karşılaştırıldığında uygun fiyatı satın almamda en önemli etkendi. Acer bilinen güvenilir bir marka olması da cabası. Ürünü kullandım sessiz hızlı kaliteli. Hepsiburada ya ve gerçekten çok hızlı bir şekilde bana ulaşmasını sağlayan Hepsijet e çok teşekkürler.,5
Ürün gerçekten beklediğimden iyi. Ayrıca işlemci ekran kartı ve diskin uyumu süper. Kasa kalitesi iyi.Ses fx soundla iyi. Ekran ortalama üstü. İsinma problemi olabilir mi bunu zaman gösterecek. Online ders vb. İsler icin oldukça fazla. Oyun oynanabilir. Kısaca fiyat performans ürünü diyebilirim.,5
İndirimde görünce hemen aldım. Özellikleri 10 numara 5⭐ Kalitesini gelince göreceğim. Satıcının Hepsiburada olması ayrı bir güvence. Alanlara hayırlı olsun.,5
Fiyat performans olarak bu fiyata daha iyisi yok. Kargo desen ertesi sabah geldi.,5
"Urun cok hizli geldi hepsijete tesekkurler. Ilk izlenim olarak cok iyi, performansini zamanla gorecegiz tavsiye ederim.",5
"Bu özelliklerde bu fiyat gayet uygun, sadece kamerası 480p olması kötü",5
Sipariş verdim hemen ertesi gün geldi.gorunumu çok güzel. Hızı da gayet iyi. Çok begendim,5
Yaklaşık 3 aydır bilgisayar bakıyordum omu olsun bumu derken bu bilgisayarı aldım bugün ulaştı kurulması 10 dak kolay. 10 yüklü gayet iyi fiyat ve mükemmel bir bilgisayar kaliteli duruyor. Teşekkürler HEPSİBURADA,5
Tam bir f/p ürünü bu fiyata başka markalarda anca i3 alınırdı. Siparişi verdim gelmesini merakla bekliyorum.,5
Bende bugün aldım hemen gelsin çok merak ediyorum,5
Ürünü sipariş verdim 2gün sonra geldi ince çok güzel yani memnunum,5
fiyat / performans çok iyi. hepsiburada hızı bu zamanda bile çok iyi,5
Bilgisayar gerçekten göründüğü gibi gerçekten çok şık ve hızlı geldi. Özellikleri tam anlamıyla süper. Hiç bir sıkıntı çekmiyorun. Almak isteyenlere tavsiye ederim.,5
"Urunu indirime girince aldık,fiyatına göre bu özellikte kesinlikle en ucuzu..Hemen kargoya verildi ikinci gün elimizdeydi .Kamerası dışında diğer özellikleri iyi görünüyor",5
En hızlı en uygun paraya alınabilecek ürün  Kargo cok hızlı hepsijet ile 48 saatte Geldi başka kargolar 4 günde getiriyordu aynı Yere   Hepsijet ile çok iyi olmuş Teşekkürler,5
Kargo çok hızlı geldi ürünü açtık kurulumu kendi kendine yaptı iyi ki freedos almamisiz dedik.kullandikca ürün ile ilgili deneyimlerimi buraya eklemeye çalışacağım. Bu özelliklere göre fiyatı olduğu için almistik,5
"Çok şık bir cihaz hızıda çok iyi çok zarif, tavsiye ederim",5
İndirimden aldım ve gayet güzel tavsiye ederim 👍,5
Uzun araştırmalarım sonucu en uygun fiyatlı bu bilgisayarı buldum.. Eşdeğer fiyatli laptoplar da genel olarak paylaşımlı ekran kartları ve 256 GB SSD bulunuyor.. Acer markasının bakımı ve kullanım olarak sadeleştirilmiş olması beni cezbetti indirime girince de aldım..,5
güze ürün uygun fiyat,5
Çok iyi.👍 Teşekkür ederim,5
Mağaza güven verdi kargo çok özenli ve hızlı.Teşekkürler....,5
Ben uzaktan eğitim için aldım çok araştırdım en uygun fiyat burda idi ve hep önerilen bir bilgisayar olarak gördüm. Kargo çok iyi çok hızlıydı paketleme çok iyi ve bilgisayar çok şık çok güzel çok hafif çok beğendim gerçekten,5
Kargolama ve teslimat hızlı ve ozenliydi satıcıya teşekkür ederim bilgisayar çok hafif ince ve taşınabilir seviyede çok küçük şarj aleti işlemci performansı ofis işlerinizi çok fazlasıyla yeterli oyun odaklı değil ama online oyunlarda iş görür ama oyun yönünden fazla bişey beklemeyin Asus malzeme kalitesini çok yüksek tutmuş içinde işletim sistemi yok ama çok basit şekilde USB bellek ile işletim sistemi yükleyebilirsiniz.,5
İlk izlenim ve satıcının hızı çok iyiydi teşekkürler,5
Hızlı ve güvenilir satıcı teşekkür ediyorum,5
Yeni sayın aldım,5
"Paketleme gayet güzel, darbe ve suya karşı korunaklı olarak yapılmış, paketleyen arkadaşa teşekkür ederim.Kargo (Yurtiçikargo)mükemmel, cuma gece satın aldım, pazartesi sabah 10.00 da elimdeydi.Ürün HP, fiyat ve performans açından gayet uygun.",5
Teslim tarihi satıcının belirttiği tarih aralıkta gerçekleşti.Ürünle ilgili değerlendirmeyi kullandıktan  sonra deneyimleyip paylaşacağım,5
24 Kasımda 4684.99 tlye on-line ders dinlemek için aldım. Bugün kullanmaya başladım.Günlük kullanım için gayet yeterli.10. Nesil olduğu için i3 olması bir sorun oluşturmuyor.Ses yüksekliği ve ses kalitesi çok iyi(sizi şaşırtacaktır).Epey araştırdık bu özelliklere sahip olup fiyatı benim için en uygun olan bilgisayar buydu. Kısacası emsallerinden fiyat olarak ucuz bir bilgisayar diyebilirim . Ayrıca 1 günde kargo bana ulaştı çok teşekkür ederim. (Gakademi hediyeside var henüz incelemedim.),5
"24.11.2020 gece 23:00 sipariş ettim 26.11.2020 20:15 elime ulaştı. 2 adet birden aldım, malum evde iki öğrenci olunca mecbur. Çok araştırdım ve bu özellikler için gayet güzel fiyat. Ayrıca çok hafif ve güzel. İnşallah kullanımında herhangi bir sorun çıkmaz. Hepsijete teşekkür ediyorum, paketi açıp ürünleri kontrol etmeme izin verdiler. Hepsi burada zaten favorim, evin beyaz eşyası, süpürgesi hepsi sizden. Şimdilik sorunsuz bir alışveriş oldu, teşekkürler",5
Oldukça hızlı bir bilgisayar. Fiyat performans oranı bence iyi. Kargo hızı iyiydi.,5
Tek kelime ile harika gönül rahatlığıyla alış veriş yapabilirsiniz bu ürün için kargo paketleme süper 2 gün içinde elime ulaştı teşekkürler hepsi ☺️,5
"Ürün 3 günde elime ulaştı. Sipariş verdigimde hiç yorum yoktu. Emsallerinden hem ucuz, hem de daha üstün özellikleri olduğu için sipariş verdim.  Ben çok beğendim. Hem şık hem hızlı.  Teşekkürler hepsiburada.",5
"Ürünü araştırarak danışarak  aldım,2 günde bana ulaştı,kargo durumu çok iyiydi, ayrıca Hepsiburada 'ya ""kocaman"" hediye için de çok teşekkür ederim,kızımın derslerine çok yardımcı olacak,zira üniversite hazırlık sürecinde.Cok teşekkürler 😊",5
"Ürün  cok hızlı teslim edildi.Urun görüntüsü  guzel ve kullanisli.Ayrica hafif. Windows 10 yuklu geldi, kampanyadan 1 yillik lisansida alabiliyorsunuz.Dell cok hızlı  bir bilgisayar. Kalitesi iyi.",5
"Ürünü 26 kasım perşembe sipariş ettim.28 kasım cumartesi 12.00'da teslim aldım.Normalde aynı gün kargoya verilme seçeneği olduğu için sipariş etmiştim fakat bir gün sonra kargoya verildi.Ona rağmen hızlı kargolandı.4699 tl'ye satın aldım indirimlerle.Tam bir fiyat performans ürünü ev ve ofis işleri için ideal okul için biçilmiş kaftan(kamerası hd).Oyun oynamak isteyenler içinse lol,cs:go tarzı oyunları rahat oynarsınız fakat yüksek kaliteli oyunları oynamak da sıkıntı çekersiniz.",5
"Perşembe günü öğlen sipariş ettim, cumartesi öğlen teslim aldı. Hepsijet gerçekten çok hızlı. PC gayet iyi paketlenmiş içinde Garanti belgesini vs. Her şeyi mevcut. PC ince çok şık bir tasarıma sahip. Kullanmaya başladım. İnşallah uzun yıllar kullanabilirim. Bu fiyata bu özellikler inanılmaz iyi. Tavsiye ederim.",5
Ürün çok hızlı  biz memnun kaldık almak isteyene tavsiye ederim kargosu güzel paketlenmiş Hepsiburada ya teşekkür ederiz,5
"bu bilgisayarı çok severek aldım ve çok memnunum . Günlük kullanmak için çok uygun. bilgisayar çok hızlı, kaliteli ve fiyatı çok iyi. Herkes ' e tavsiye ederim.",5
Ürün açıkçası çok güzel ben daha küçük bir ekranı olucagini zannediyordum fakat çok büyük bir ekranı var fakat yanında gelen hediye olan gakakademi bance çok başarısız bir ürün sitesine girdim kodu da sifreyide giriyorum fakat öyle bir hesap yok diyor bence saçma,5
mükemmel ötesi hepsiburada farkı hızlı teslimat gerçekten işini iyi yapıyor hepsiburada,5
Fiyat performans açısından diğer bilgisayarlara göre daha iyi. Uzaktan eğitim için ideal. Yanında hediye olarak gelen gakademi de fena sayılmaz,5
ürün kalite anlamında çok başarılı klavyesi kasası malzemesi mükemmel belirtilen özelliklerde geldi kargolama güzeldi sağlam geldi satıcı ürünü çok hızlı bir şekilde kargoya verdi ses kalitesi gayet tatmin edici ısınma problemine gelicek olursakda evet ısınıyor ama el değmeyecek kadar değil soğutma sisteemi iyi iş yapıyor ısındıkdan sonra 1 dk mola verseniz buz gibi oluyor geri bilgisayar donanım ve kalite anlamında cidden tavsiye ederim çok memnunum,5
